gene_id,gene_name,entrez_id,gene_type,logFC,logCPM,F,PValue,FDR
ENSG00000169248,CXCL11,6373,protein_coding,4.325071355,-1.253257374,162.5746226,1.85E-25,3.70E-21
ENSG00000107593,PKD2L1,9033,protein_coding,3.825870121,-1.287012078,170.6962245,7.16E-25,6.75E-21
ENSG00000290525,GBP1P1.1,400759,lncRNA,4.518466914,1.228803063,162.9283779,1.23E-24,6.75E-21
ENSG00000108700,CCL8,6355,protein_coding,5.326166043,0.639781696,158.0922329,1.35E-24,6.75E-21
ENSG00000163666,HESX1,8820,protein_coding,4.863630564,1.108264017,149.1016359,1.14E-22,4.55E-19
ENSG00000163823,CCR1,1230,protein_coding,2.111848883,7.255193352,158.8905169,8.14E-22,2.71E-18
ENSG00000287181,ENSG00000287181,124900731,lncRNA,3.847295305,-1.638813594,132.6133971,1.04E-21,2.98E-18
ENSG00000173369,C1QB,713,protein_coding,3.447098214,1.670761025,156.5401958,1.30E-21,3.14E-18
ENSG00000226004,LINC02528,105378020,lncRNA,4.332775764,1.376024645,141.8542905,1.41E-21,3.14E-18
ENSG00000130487,KLHDC7B,113730,protein_coding,2.054876261,3.651001107,155.0889691,1.66E-21,3.31E-18
ENSG00000078098,FAP,2191,protein_coding,4.11013893,0.077331131,128.9833494,4.54E-21,8.24E-18
ENSG00000104972,LILRB1,10859,protein_coding,1.639323501,7.05692475,146.2370872,9.04E-21,1.50E-17
ENSG00000243649,CFB,629,protein_coding,3.295349669,-0.75957128,124.79665,9.96E-21,1.50E-17
ENSG00000146166,LGSN,51557,protein_coding,2.212956764,-0.999607426,131.6209968,1.05E-20,1.50E-17
ENSG00000060656,PTPRU,10076,protein_coding,3.143750852,0.091858314,142.0465081,1.55E-20,2.01E-17
ENSG00000280270,ENSG00000280270,NA,TEC,3.342149197,-0.627507242,122.0792317,1.61E-20,2.01E-17
ENSG00000186818,LILRB4,11006,protein_coding,1.831610768,4.981251285,142.297627,1.97E-20,2.31E-17
ENSG00000019169,MARCO,8685,protein_coding,2.15716627,3.4597436,141.5938969,2.29E-20,2.31E-17
ENSG00000110079,MS4A4A,51338,protein_coding,2.147846434,2.204742095,141.4742404,2.33E-20,2.31E-17
ENSG00000143382,ADAMTSL4,54507,protein_coding,1.348692987,6.160661172,141.3548557,2.37E-20,2.31E-17
ENSG00000233785,ENSG00000233785,NA,lncRNA,3.416815455,0.005159308,129.6644978,2.42E-20,2.31E-17
ENSG00000253838,ENSG00000253838,NA,lncRNA,4.348497416,0.763720674,120.9314121,3.06E-20,2.77E-17
ENSG00000132669,RIN2,54453,protein_coding,2.314754044,5.403454562,139.8153364,3.23E-20,2.80E-17
ENSG00000141504,SAT2,112483,protein_coding,0.95191922,3.943068133,139.3158154,3.57E-20,2.97E-17
ENSG00000232884,ENSG00000232884,NA,lncRNA,3.210187882,0.365061952,138.8560101,4.03E-20,3.09E-17
ENSG00000115415,STAT1,6772,protein_coding,2.513128262,10.25703464,138.5677741,4.15E-20,3.09E-17
ENSG00000284194,SCO2,9997,protein_coding,2.797227383,6.81968294,138.5291619,4.18E-20,3.09E-17
ENSG00000168658,VWA3B,200403,protein_coding,3.60456214,-1.13614852,117.4267023,4.79E-20,3.42E-17
ENSG00000106605,BLVRA,644,protein_coding,1.757867651,5.199149434,136.0792342,6.88E-20,4.64E-17
ENSG00000225492,GBP1P1,NA,transcribed_unprocessed_pseudogene,5.203338748,3.416336127,127.1258745,6.97E-20,4.64E-17
ENSG00000152804,HHEX,3087,protein_coding,1.038978072,5.259781779,135.2822493,8.09E-20,5.21E-17
ENSG00000244682,FCGR2C,NA,protein_coding,1.610475815,5.807634793,134.8893469,8.77E-20,5.47E-17
ENSG00000197272,IL27,246778,protein_coding,3.216057652,1.318031623,135.1218889,9.04E-20,5.47E-17
ENSG00000225217,HSPA7,3311,unprocessed_pseudogene,1.522399503,5.652245225,134.4573211,9.59E-20,5.63E-17
ENSG00000123685,BATF3,55509,protein_coding,2.216324646,2.015115217,132.7717456,1.36E-19,7.63E-17
ENSG00000135047,CTSL,1514,protein_coding,2.023345078,3.28937543,132.7156241,1.37E-19,7.63E-17
ENSG00000159189,C1QC,714,protein_coding,3.645591814,1.038497136,130.6901411,1.47E-19,7.96E-17
ENSG00000113273,ARSB,411,protein_coding,1.172014096,5.231699138,130.3399168,2.25E-19,1.18E-16
ENSG00000205837,LINC00487,400941,lncRNA,3.530294994,-0.208159609,120.2286741,2.36E-19,1.21E-16
ENSG00000025708,TYMP,1890,protein_coding,2.258082266,9.762712983,128.0360162,3.66E-19,1.82E-16
ENSG00000254415,SIGLEC14,100049587,protein_coding,1.668246186,6.805287664,126.8553676,3.73E-19,1.82E-16
ENSG00000271605,MILR1,284021,protein_coding,1.078083181,3.491387711,127.4161444,4.18E-19,1.99E-16
ENSG00000108691,CCL2,6347,protein_coding,5.047617434,1.676377208,116.7535049,4.48E-19,2.08E-16
ENSG00000186407,CD300E,342510,protein_coding,2.088669794,7.533369,126.1112227,5.51E-19,2.50E-16
ENSG00000101986,ABCD1,215,protein_coding,1.389958318,5.805989545,125.8846142,5.78E-19,2.52E-16
ENSG00000133101,CCNA1,8900,protein_coding,2.409852935,0.055514645,126.4645815,5.81E-19,2.52E-16
ENSG00000197122,SRC,6714,protein_coding,1.284827243,5.953787784,125.6928539,6.02E-19,2.53E-16
ENSG00000138496,PARP9,83666,protein_coding,2.633861519,8.589030054,125.6550356,6.07E-19,2.53E-16
ENSG00000139318,DUSP6,1848,protein_coding,1.238820336,7.941096802,125.5057562,6.27E-19,2.56E-16
ENSG00000204642,HLA-F,3134,protein_coding,0.987308411,8.768173293,125.2234762,6.66E-19,2.66E-16
ENSG00000130052,STARD8,9754,protein_coding,1.204472967,4.079208414,124.2863307,8.15E-19,3.19E-16
ENSG00000229023,RAB1AP1,NA,processed_pseudogene,2.482298243,3.438092686,124.0895118,8.52E-19,3.27E-16
ENSG00000134470,IL15RA,3601,protein_coding,1.468489258,4.02112371,123.6922796,9.26E-19,3.49E-16
ENSG00000123130,ACOT9,23597,protein_coding,1.891895415,5.807993118,123.4925535,9.67E-19,3.58E-16
ENSG00000133216,EPHB2,2048,protein_coding,2.083463475,2.892006533,123.3789067,9.93E-19,3.61E-16
ENSG00000121380,BCL2L14,79370,protein_coding,3.384321487,0.431147714,117.4207507,1.06E-18,3.77E-16
ENSG00000131042,LILRB2,10288,protein_coding,1.153874183,8.38199114,122.8224093,1.12E-18,3.92E-16
ENSG00000089692,LAG3,3902,protein_coding,1.404948023,2.820128874,122.7338547,1.14E-18,3.93E-16
ENSG00000228318,ENSG00000228318,NA,lncRNA,3.895206773,-0.912853398,106.8032141,1.42E-18,4.81E-16
ENSG00000134575,ACP2,53,protein_coding,1.111264985,4.249789386,121.3250161,1.55E-18,5.16E-16
ENSG00000104951,IL4I1,259307,protein_coding,2.551942166,2.967068303,121.1984919,1.60E-18,5.22E-16
ENSG00000165097,KDM1B,221656,protein_coding,1.161732009,6.141039234,121.0446566,1.65E-18,5.30E-16
ENSG00000188282,RUFY4,285180,protein_coding,3.347300424,3.408344632,120.1379039,2.02E-18,6.39E-16
ENSG00000173372,C1QA,712,protein_coding,2.43978299,0.775383818,120.2264552,2.10E-18,6.42E-16
ENSG00000168961,LGALS9,3965,protein_coding,2.065993398,7.506222793,119.9184995,2.11E-18,6.42E-16
ENSG00000285492,ENSG00000285492,112267968,lncRNA,1.773836141,1.321569649,119.8848867,2.15E-18,6.42E-16
ENSG00000159228,CBR1,873,protein_coding,1.458085715,3.804981839,119.8222623,2.15E-18,6.42E-16
ENSG00000105499,PLA2G4C,8605,protein_coding,1.4962623,1.808756752,119.7183665,2.23E-18,6.54E-16
ENSG00000146192,FGD2,221472,protein_coding,1.366922139,7.665453445,119.4749589,2.32E-18,6.73E-16
ENSG00000128383,APOBEC3A,200315,protein_coding,2.282284687,8.435121652,119.2240995,2.46E-18,7.01E-16
ENSG00000010030,ETV7,51513,protein_coding,4.545616827,5.97846161,119.0111582,2.58E-18,7.26E-16
ENSG00000204103,MAFB,9935,protein_coding,2.077666654,6.74323725,118.2282137,3.06E-18,8.49E-16
ENSG00000162736,NCSTN,23385,protein_coding,0.727487788,6.721611382,118.0423368,3.19E-18,8.68E-16
ENSG00000121236,TRIM6,117854,protein_coding,3.024188232,0.92643188,117.7066795,3.22E-18,8.68E-16
ENSG00000038945,MSR1,4481,protein_coding,2.881495888,3.606214933,117.9222337,3.29E-18,8.77E-16
ENSG00000162614,NEXN,91624,protein_coding,1.920642209,2.85520394,117.7763333,3.39E-18,8.91E-16
ENSG00000010671,BTK,695,protein_coding,0.678751309,6.172930852,117.3407197,3.73E-18,9.67E-16
ENSG00000170542,SERPINB9,5272,protein_coding,1.678439624,7.234458889,117.1889111,3.86E-18,9.87E-16
ENSG00000138111,MFSD13A,79847,protein_coding,0.766392349,3.448145875,116.8442821,4.17E-18,1.05E-15
ENSG00000167601,AXL,558,protein_coding,2.599106387,1.539478218,116.9032793,4.19E-18,1.05E-15
ENSG00000156587,UBE2L6,9246,protein_coding,2.761922495,8.169985741,116.4399283,4.56E-18,1.11E-15
ENSG00000286978,ENSG00000286978,NA,lncRNA,3.26898095,-1.102493779,100.7592414,4.56E-18,1.11E-15
ENSG00000177989,ODF3B,440836,protein_coding,2.891137803,7.490890459,116.3656886,4.63E-18,1.11E-15
ENSG00000020577,SAMD4A,23034,protein_coding,2.989070148,4.614221122,116.2323462,4.78E-18,1.14E-15
ENSG00000184060,ADAP2,55803,protein_coding,1.318592023,4.716598492,115.7592525,5.31E-18,1.25E-15
ENSG00000169136,ATF5,22809,protein_coding,2.008240839,4.410570502,115.5559668,5.56E-18,1.28E-15
ENSG00000160883,HK3,3101,protein_coding,1.028828674,8.00355954,115.5326922,5.58E-18,1.28E-15
ENSG00000127951,FGL2,10875,protein_coding,1.612682684,9.598363358,115.1881136,6.03E-18,1.37E-15
ENSG00000185339,TCN2,6948,protein_coding,2.982464895,4.10642833,115.0055349,6.29E-18,1.41E-15
ENSG00000030110,BAK1,578,protein_coding,1.157526708,5.472284485,114.7766001,6.62E-18,1.45E-15
ENSG00000138760,SCARB2,950,protein_coding,1.696763688,6.172505836,114.7557623,6.65E-18,1.45E-15
ENSG00000167461,RAB8A,4218,protein_coding,1.304888072,7.347595172,114.7493301,6.66E-18,1.45E-15
ENSG00000172936,MYD88,4615,protein_coding,1.379286575,7.840268024,114.6322395,6.84E-18,1.45E-15
ENSG00000158773,USF1,7391,protein_coding,1.029068872,6.859107477,114.6318047,6.84E-18,1.45E-15
ENSG00000163840,DTX3L,151636,protein_coding,2.100745596,8.586056539,114.2938646,7.38E-18,1.54E-15
ENSG00000186806,VSIG10L,147645,protein_coding,1.907942065,0.202813182,114.4632218,7.42E-18,1.54E-15
ENSG00000100911,PSME2,5721,protein_coding,1.872381852,6.892622568,113.4645548,8.90E-18,1.83E-15
ENSG00000177409,SAMD9L,219285,protein_coding,3.013773301,8.821865709,113.3552672,9.13E-18,1.86E-15
ENSG00000163568,AIM2,9447,protein_coding,2.773803999,5.191921153,113.2037986,9.45E-18,1.91E-15
ENSG00000119655,NPC2,10577,protein_coding,1.563559813,6.136078123,113.0882625,9.70E-18,1.94E-15
ENSG00000221955,SLC12A8,84561,protein_coding,2.294335037,-0.479472581,113.2853158,1.03E-17,2.03E-15
ENSG00000096968,JAK2,3717,protein_coding,1.510073849,7.815007468,112.7470572,1.05E-17,2.04E-15
ENSG00000174004,NRROS,375387,protein_coding,0.804811125,5.670890998,112.7281321,1.05E-17,2.04E-15
ENSG00000110057,UNC93B1,81622,protein_coding,1.895460002,8.004786648,112.6563527,1.07E-17,2.05E-15
ENSG00000145246,ATP10D,57205,protein_coding,0.680145969,5.38435999,112.5628952,1.09E-17,2.08E-15
ENSG00000132274,TRIM22,10346,protein_coding,2.612327176,9.556466143,112.50099,1.11E-17,2.09E-15
ENSG00000170581,STAT2,6773,protein_coding,2.837180593,9.722973032,112.4236589,1.13E-17,2.11E-15
ENSG00000169245,CXCL10,3627,protein_coding,5.758371213,4.466228316,111.4228356,1.14E-17,2.12E-15
ENSG00000108679,LGALS3BP,3959,protein_coding,2.417071726,5.90228689,112.2978849,1.16E-17,2.13E-15
ENSG00000133106,EPSTI1,94240,protein_coding,3.558759988,7.137984554,111.9972332,1.24E-17,2.26E-15
ENSG00000168394,TAP1,6890,protein_coding,2.001674471,9.497799166,111.534613,1.38E-17,2.49E-15
ENSG00000111846,GCNT2,2651,protein_coding,1.142894894,3.833217418,111.1694183,1.50E-17,2.66E-15
ENSG00000205220,PSMB10,5699,protein_coding,1.180372019,5.937103739,111.1619551,1.51E-17,2.66E-15
ENSG00000157827,FMNL2,114793,protein_coding,2.291445536,3.524205117,111.1287787,1.52E-17,2.66E-15
ENSG00000115525,ST3GAL5,8869,protein_coding,1.061150009,5.488651553,110.9620127,1.58E-17,2.74E-15
ENSG00000000938,FGR,2268,protein_coding,0.967718023,9.219792625,110.6653811,1.69E-17,2.91E-15
ENSG00000155629,PIK3AP1,118788,protein_coding,1.823791368,8.63484234,110.5730409,1.72E-17,2.94E-15
ENSG00000239887,C1orf226,400793,protein_coding,2.982364232,-0.072562487,109.063061,1.77E-17,2.97E-15
ENSG00000111252,SH2B3,10019,protein_coding,0.878930131,7.815917958,110.4578643,1.77E-17,2.97E-15
ENSG00000108771,DHX58,79132,protein_coding,3.145698787,6.705808096,110.1201683,1.91E-17,3.18E-15
ENSG00000198785,GRIN3A,116443,protein_coding,3.640629054,2.054981967,110.0743959,2.04E-17,3.36E-15
ENSG00000224666,ETV7-AS1,NA,lncRNA,3.545834029,0.369480877,95.91203855,2.18E-17,3.56E-15
ENSG00000154102,C16orf74,404550,protein_coding,-1.558525496,2.094329388,109.5326902,2.20E-17,3.57E-15
ENSG00000178965,ERICH3,127254,protein_coding,2.663567592,-1.635978971,100.6481311,2.22E-17,3.58E-15
ENSG00000173193,PARP14,54625,protein_coding,3.010309985,10.57345075,109.1681865,2.38E-17,3.81E-15
ENSG00000272666,KLHDC7B-DT,NA,lncRNA,2.3999356,-0.169105036,109.567895,2.44E-17,3.87E-15
ENSG00000224789,ENSG00000224789,NA,lncRNA,3.581888801,1.849041613,108.9271139,2.52E-17,3.96E-15
ENSG00000180891,CUEDC1,404093,protein_coding,1.030302805,4.795285889,108.8672431,2.56E-17,3.99E-15
ENSG00000132530,XAF1,54739,protein_coding,3.204369702,8.74029068,108.7233253,2.64E-17,4.09E-15
ENSG00000181481,RNF135,84282,protein_coding,0.930144549,4.955402132,108.574078,2.74E-17,4.20E-15
ENSG00000123610,TNFAIP6,7130,protein_coding,4.041836903,5.93874026,108.4465286,2.82E-17,4.30E-15
ENSG00000100342,APOL1,8542,protein_coding,2.530585907,7.005417451,108.0740854,3.07E-17,4.65E-15
ENSG00000105726,ATP13A1,57130,protein_coding,0.714928431,6.691557397,108.0300247,3.11E-17,4.66E-15
ENSG00000223387,LINC02068,105374219,lncRNA,4.629662248,2.011986359,96.52782911,3.22E-17,4.79E-15
ENSG00000204397,CARD16,114769,protein_coding,1.85511774,5.599580805,107.5309048,3.49E-17,5.16E-15
ENSG00000260325,HSPB9,94086,protein_coding,4.235470029,-1.691639837,107.7404576,3.64E-17,5.34E-15
ENSG00000291236,ENSG00000291236,NA,lncRNA,1.782439426,4.79570668,107.2890333,3.69E-17,5.38E-15
ENSG00000272941,ENSG00000272941,NA,lncRNA,1.627107073,4.791594753,107.1336604,3.83E-17,5.54E-15
ENSG00000114745,GORASP1,64689,protein_coding,1.373485823,5.667612847,107.0584558,3.90E-17,5.60E-15
ENSG00000177294,FBXO39,162517,protein_coding,2.749781934,1.197926929,107.1319017,4.06E-17,5.80E-15
ENSG00000179921,GPBAR1,151306,protein_coding,1.650522657,4.960893976,106.8160215,4.13E-17,5.81E-15
ENSG00000125844,RRBP1,6238,protein_coding,0.631964507,6.65921898,106.8085979,4.13E-17,5.81E-15
ENSG00000143554,SLC27A3,11000,protein_coding,1.80607938,6.44185428,106.5582131,4.38E-17,6.12E-15
ENSG00000130589,HELZ2,85441,protein_coding,2.658133858,9.903662095,106.4316529,4.52E-17,6.26E-15
ENSG00000179331,RAB39A,54734,protein_coding,1.966564437,2.514552444,106.3499183,4.62E-17,6.36E-15
ENSG00000116711,PLA2G4A,5321,protein_coding,1.197024387,2.693085366,106.2388779,4.73E-17,6.47E-15
ENSG00000041357,PSMA4,5685,protein_coding,1.423529149,6.111554666,106.0444348,4.95E-17,6.72E-15
ENSG00000238015,ENSG00000238015,100130630,processed_pseudogene,3.701142329,0.842682648,101.4079914,5.34E-17,7.20E-15
ENSG00000224078,SNHG14,NA,lncRNA,-1.203229137,6.255112794,105.5929539,5.50E-17,7.37E-15
ENSG00000178075,GRAMD1C,54762,protein_coding,-1.871834282,3.070648345,105.4902043,5.65E-17,7.46E-15
ENSG00000028116,VRK2,7444,protein_coding,1.228165156,4.912988477,105.470794,5.66E-17,7.46E-15
ENSG00000179044,EXOC3L1,283849,protein_coding,4.59014942,4.210061229,105.5140462,5.68E-17,7.46E-15
ENSG00000236901,MIR600HG,81571,lncRNA,-1.160628125,3.755667006,105.1681553,6.08E-17,7.94E-15
ENSG00000093072,ADA2,51816,protein_coding,1.073626576,8.490082333,105.0884921,6.20E-17,7.99E-15
ENSG00000160932,LY6E,4061,protein_coding,3.056921719,8.168250419,105.0877168,6.20E-17,7.99E-15
ENSG00000155465,SLC7A7,9056,protein_coding,1.062412671,6.81934861,105.0484807,6.26E-17,8.01E-15
ENSG00000105402,NAPA,8775,protein_coding,1.690833201,7.459854533,104.9562288,6.39E-17,8.12E-15
ENSG00000008735,MAPK8IP2,23542,protein_coding,1.899345102,0.210359288,105.1650868,6.42E-17,8.12E-15
ENSG00000100567,PSMA3,5684,protein_coding,0.916660139,4.843440503,104.8427347,6.57E-17,8.25E-15
ENSG00000137752,CASP1,834,protein_coding,1.636363141,7.66485314,104.7277348,6.75E-17,8.43E-15
ENSG00000169228,RAB24,53917,protein_coding,1.461832938,5.619258451,104.6997798,6.80E-17,8.43E-15
ENSG00000117228,GBP1,2633,protein_coding,3.635720355,8.958756226,104.6378031,6.90E-17,8.50E-15
ENSG00000185885,IFITM1,8519,protein_coding,2.276544822,8.094785408,104.5483773,7.04E-17,8.54E-15
ENSG00000226822,LINC02785,NA,lncRNA,1.558886446,2.013170936,104.5656947,7.05E-17,8.54E-15
ENSG00000204267,TAP2,6891,protein_coding,1.901225309,7.892396739,104.5395743,7.06E-17,8.54E-15
ENSG00000102034,ELF4,2000,protein_coding,1.123160794,7.614867238,104.329413,7.42E-17,8.93E-15
ENSG00000169385,RNASE2,6036,protein_coding,1.548349662,2.720033801,104.3019858,7.48E-17,8.95E-15
ENSG00000182054,IDH2,3418,protein_coding,1.119580547,5.982261034,104.1835885,7.68E-17,9.13E-15
ENSG00000118160,SLC8A2,6543,protein_coding,3.322461848,-1.771468736,88.77522298,8.02E-17,9.47E-15
ENSG00000068079,IFI35,3430,protein_coding,3.16683551,7.2409614,103.9804954,8.06E-17,9.47E-15
ENSG00000221963,APOL6,80830,protein_coding,2.433584313,9.537985465,103.9438884,8.13E-17,9.50E-15
ENSG00000165806,CASP7,840,protein_coding,1.257053399,4.420345795,103.7676456,8.48E-17,9.85E-15
ENSG00000173786,CNP,1267,protein_coding,1.785170306,6.120833328,103.6488944,8.72E-17,1.01E-14
ENSG00000234426,ENSG00000234426,NA,lncRNA,2.50023368,2.978273411,93.31058976,8.79E-17,1.01E-14
ENSG00000134765,DSC1,1823,protein_coding,-1.86178022,1.574160543,103.5525414,9.13E-17,1.04E-14
ENSG00000185507,IRF7,3665,protein_coding,3.057972789,8.237382564,103.3408323,9.39E-17,1.07E-14
ENSG00000188313,PLSCR1,5359,protein_coding,2.926570198,7.39571402,103.1430843,9.84E-17,1.11E-14
ENSG00000158869,FCER1G,2207,protein_coding,1.339903595,6.229941007,103.0898461,9.97E-17,1.12E-14
ENSG00000140464,PML,5371,protein_coding,2.625654246,8.449211657,103.0769726,1.00E-16,1.12E-14
ENSG00000131979,GCH1,2643,protein_coding,2.378653118,6.646958258,103.030478,1.01E-16,1.12E-14
ENSG00000112343,TRIM38,10475,protein_coding,1.612584773,8.017295383,103.0030657,1.02E-16,1.12E-14
ENSG00000140105,WARS1,7453,protein_coding,2.922107919,9.383324215,102.9215462,1.04E-16,1.14E-14
ENSG00000123609,NMI,9111,protein_coding,1.838000364,6.655422359,102.8259871,1.06E-16,1.16E-14
ENSG00000151364,KCTD14,65987,protein_coding,3.078614716,-1.615881992,88.93575073,1.11E-16,1.19E-14
ENSG00000231528,FAM225A,286333,lncRNA,2.856586528,-0.012615366,101.0217214,1.11E-16,1.19E-14
ENSG00000115267,IFIH1,64135,protein_coding,3.298000351,7.887968137,102.6410787,1.11E-16,1.19E-14
ENSG00000002549,LAP3,51056,protein_coding,3.340274991,7.825459538,102.601089,1.12E-16,1.19E-14
ENSG00000161929,SCIMP,388325,protein_coding,1.365365097,6.223835606,102.596537,1.12E-16,1.19E-14
ENSG00000205413,SAMD9,54809,protein_coding,2.26816551,8.479944036,102.5691142,1.13E-16,1.19E-14
ENSG00000105967,TFEC,22797,protein_coding,3.101243233,6.269598239,102.4852348,1.15E-16,1.21E-14
ENSG00000204525,HLA-C,3107,protein_coding,1.332204426,11.70512567,102.3393918,1.19E-16,1.25E-14
ENSG00000288838,ENSG00000288838,NA,lncRNA,1.945636131,4.99268225,102.3227523,1.20E-16,1.25E-14
ENSG00000132109,TRIM21,6737,protein_coding,1.642477752,7.074744797,102.2682635,1.21E-16,1.26E-14
ENSG00000260249,ENSG00000260249,NA,lncRNA,2.60677482,-1.20168163,101.0107955,1.23E-16,1.26E-14
ENSG00000152778,IFIT5,24138,protein_coding,2.806644383,6.998421447,102.1151631,1.26E-16,1.28E-14
ENSG00000144843,ADPRH,141,protein_coding,1.246739003,4.278670305,102.1111469,1.26E-16,1.28E-14
ENSG00000119917,IFIT3,3437,protein_coding,4.467057261,9.632546723,102.0829378,1.27E-16,1.28E-14
ENSG00000287733,ENSG00000287733,NA,lncRNA,1.598244943,3.610758979,102.0716433,1.27E-16,1.28E-14
ENSG00000158163,DZIP1L,199221,protein_coding,4.633452926,2.661089949,101.7259029,1.40E-16,1.40E-14
ENSG00000187741,FANCA,2175,protein_coding,1.948437546,5.688026153,101.6154996,1.42E-16,1.41E-14
ENSG00000160710,ADAR,103,protein_coding,1.610641407,10.54773958,101.6111368,1.42E-16,1.41E-14
ENSG00000185482,STAC3,246329,protein_coding,1.478686485,2.901390906,101.5530191,1.44E-16,1.43E-14
ENSG00000023902,PLEKHO1,51177,protein_coding,1.197332225,8.171024285,101.495819,1.46E-16,1.43E-14
ENSG00000060491,OGFR,11054,protein_coding,1.178814561,7.958612363,101.4930198,1.46E-16,1.43E-14
ENSG00000145016,RUBCN,9711,protein_coding,1.660501437,7.643098878,101.4565535,1.48E-16,1.44E-14
ENSG00000126003,PLAGL2,5326,protein_coding,0.992395108,6.252708355,101.4280611,1.49E-16,1.44E-14
ENSG00000255355,PATL1-DT,NA,lncRNA,3.057888079,-1.0208839,91.70700549,1.56E-16,1.50E-14
ENSG00000196371,FUT4,2526,protein_coding,0.962143352,4.556643,101.1787648,1.58E-16,1.51E-14
ENSG00000121858,TNFSF10,8743,protein_coding,3.244754053,8.770264324,101.1755812,1.58E-16,1.51E-14
ENSG00000064300,NGFR,4804,protein_coding,2.459571604,0.684594446,101.1640565,1.66E-16,1.58E-14
ENSG00000117758,STX12,23673,protein_coding,0.715581421,4.952609528,100.8654344,1.70E-16,1.61E-14
ENSG00000128335,APOL2,23780,protein_coding,1.829315925,8.041783087,100.8484465,1.71E-16,1.61E-14
ENSG00000199668,Y_RNA.24,NA,misc_RNA,4.063908863,-0.596792149,93.46496432,1.73E-16,1.62E-14
ENSG00000044115,CTNNA1,1495,protein_coding,0.890990979,6.675819876,100.7685046,1.74E-16,1.63E-14
ENSG00000196141,SPATS2L,26010,protein_coding,3.765365565,4.818932108,100.655629,1.79E-16,1.66E-14
ENSG00000272491,ENSG00000272491,NA,lncRNA,4.553853989,2.080851709,98.93281923,1.82E-16,1.68E-14
ENSG00000114450,GNB4,59345,protein_coding,1.854318524,7.052799342,100.5220151,1.85E-16,1.70E-14
ENSG00000132256,TRIM5,85363,protein_coding,2.256440427,6.17098849,100.4916883,1.86E-16,1.71E-14
ENSG00000231233,CFAP58-DT,100505869,lncRNA,2.054337968,1.907457499,100.1101839,2.06E-16,1.88E-14
ENSG00000059378,PARP12,64761,protein_coding,2.679251231,7.752032361,100.0110128,2.09E-16,1.90E-14
ENSG00000082293,COL19A1,1310,protein_coding,-1.019327238,3.153111324,99.99903027,2.10E-16,1.90E-14
ENSG00000137767,SQOR,58472,protein_coding,1.56140238,5.6914109,99.81533977,2.20E-16,1.97E-14
ENSG00000184613,NELL2,4753,protein_coding,-1.610778047,5.533157719,99.80259346,2.20E-16,1.97E-14
ENSG00000082397,EPB41L3,23136,protein_coding,1.613504328,5.613244215,99.77608668,2.22E-16,1.97E-14
ENSG00000124201,ZNFX1,57169,protein_coding,1.778759632,8.923803577,99.77253805,2.22E-16,1.97E-14
ENSG00000168062,BATF2,116071,protein_coding,4.36890855,5.697346828,99.75693683,2.23E-16,1.97E-14
ENSG00000145390,USP53,54532,protein_coding,-0.967640438,4.171967581,99.54772867,2.34E-16,2.06E-14
ENSG00000124256,ZBP1,81030,protein_coding,3.196118031,7.684936802,99.48550024,2.38E-16,2.08E-14
ENSG00000089127,OAS1,4938,protein_coding,3.579807248,8.367665637,99.45927265,2.39E-16,2.09E-14
ENSG00000135148,TRAFD1,10906,protein_coding,2.19570071,7.803872494,99.42933377,2.41E-16,2.09E-14
ENSG00000142089,IFITM3,10410,protein_coding,4.333703678,8.528871507,99.38944357,2.44E-16,2.11E-14
ENSG00000105609,LILRB5,10990,protein_coding,2.598828623,-0.189339352,98.47787304,2.55E-16,2.18E-14
ENSG00000129667,RHBDF2,79651,protein_coding,1.597831062,7.964299575,99.20401471,2.55E-16,2.18E-14
ENSG00000106479,ZNF862,643641,protein_coding,-0.627969303,5.353106974,99.14017123,2.59E-16,2.21E-14
ENSG00000160190,SLC37A1,54020,protein_coding,0.736446154,5.225390303,99.03621258,2.65E-16,2.26E-14
ENSG00000139192,TAPBPL,55080,protein_coding,0.603279673,5.967589391,98.9746894,2.69E-16,2.28E-14
ENSG00000141574,SECTM1,6398,protein_coding,2.139411377,8.560038409,98.92257255,2.73E-16,2.30E-14
ENSG00000160233,LRRC3,81543,protein_coding,0.982578882,1.999237012,98.90223295,2.75E-16,2.31E-14
ENSG00000197978,GOLGA6L9,440295,protein_coding,-1.418136305,0.851711262,98.94136771,2.79E-16,2.33E-14
ENSG00000204264,PSMB8,5696,protein_coding,1.286936555,6.952821943,98.80683397,2.81E-16,2.34E-14
ENSG00000126262,FFAR2,2867,protein_coding,2.088882451,8.32243568,98.76583672,2.84E-16,2.35E-14
ENSG00000149131,SERPING1,710,protein_coding,5.237818237,7.098582893,98.70376947,2.88E-16,2.37E-14
ENSG00000183486,MX2,4600,protein_coding,2.423911787,9.490245387,98.69393394,2.89E-16,2.37E-14
ENSG00000164136,IL15,3600,protein_coding,1.288414655,3.750289172,98.64353802,2.92E-16,2.39E-14
ENSG00000136689,IL1RN,3557,protein_coding,3.341252752,6.753924538,98.57688669,2.97E-16,2.42E-14
ENSG00000137628,DDX60,55601,protein_coding,2.956428956,7.89133259,98.47258089,3.05E-16,2.47E-14
ENSG00000233975,LINC02574,111216282,lncRNA,3.937587229,1.941448271,97.9506349,3.05E-16,2.47E-14
ENSG00000115155,OTOF,9381,protein_coding,5.178740179,4.006837328,98.16285395,3.06E-16,2.47E-14
