gene_id,gene_name,entrez_id,gene_type,logFC,logCPM,F,PValue,FDR
ENSG00000291027,UBE2Q2P1,388165,lncRNA,-0.45005346,0.22936351,5.935121628,0.016758281,0.027378028
ENSG00000273270,ENSG00000273270,NA,lncRNA,-0.181469827,2.682136786,5.934055555,0.016761103,0.027380399
ENSG00000164406,LEAP2,116842,protein_coding,-0.454487361,-0.353001363,5.933327229,0.016778567,0.027406685
ENSG00000240041,IGHJ4,28477,IG_J_gene,-0.299888011,1.268607163,5.931450382,0.016785566,0.027415876
ENSG00000186480,INSIG1,3638,protein_coding,0.145762824,5.466542868,5.930298862,0.016794469,0.027428173
ENSG00000149428,HYOU1,10525,protein_coding,0.195756621,6.681692635,5.927168351,0.016822488,0.027471687
ENSG00000289389,ENSG00000289389,NA,lncRNA,-0.558130268,-1.517518299,5.921558859,0.016837856,0.027494535
ENSG00000269949,ENSG00000269949,NA,lncRNA,-0.530316115,-1.306290306,5.929598042,0.01684202,0.027499087
ENSG00000155096,AZIN1,51582,protein_coding,0.130645235,6.800466078,5.919191219,0.016894112,0.027581886
ENSG00000289548,ENSG00000289548,105376995,lncRNA,0.397096055,-0.023261792,5.918513293,0.016911054,0.027607289
ENSG00000111339,ART4,420,protein_coding,0.460964122,-0.822922823,5.916054213,0.016935858,0.027645522
ENSG00000072501,SMC1A,8243,protein_coding,0.134639291,7.084713299,5.911408189,0.016964303,0.02768969
ENSG00000117616,RSRP1,57035,protein_coding,0.210386484,8.205926667,5.910794855,0.016969847,0.027696476
ENSG00000197312,DDI2,84301,protein_coding,0.122738878,6.185286364,5.909918801,0.01697777,0.027707143
ENSG00000229848,ENSG00000229848,NA,lncRNA,-0.39652476,-0.077834448,5.910451958,0.01698184,0.02771053
ENSG00000232104,RFX3-DT,101929302,lncRNA,-0.224108935,2.609255604,5.909406429,0.01698262,0.02771053
ENSG00000187045,TMPRSS6,164656,protein_coding,-0.598135233,-0.987371224,5.910242971,0.017004496,0.027743959
ENSG00000234066,TAS2R62P,338399,unitary_pseudogene,-0.540447194,-0.448183797,5.90758615,0.017007244,0.027746175
ENSG00000234883,MIR155HG,114614,lncRNA,-0.428835632,-0.288205113,5.905716164,0.017027994,0.027776465
ENSG00000129128,SPCS3,60559,protein_coding,0.101500566,6.824337952,5.904309085,0.017028592,0.027776465
ENSG00000259024,TVP23C-CDRT4,100533496,protein_coding,-0.513097188,-0.823320835,5.904361621,0.017057307,0.027821032
ENSG00000273002,ARHGEF2-AS2,107985209,lncRNA,0.293190847,1.457318596,5.89912795,0.017076396,0.027849892
ENSG00000272509,ENSG00000272509,NA,lncRNA,-0.508708434,-1.444452457,5.895521789,0.017091928,0.027872948
ENSG00000180574,EIF2S3B,255308,protein_coding,-0.466612786,-0.38558172,5.883739411,0.017121067,0.027918186
ENSG00000105497,ZNF175,7728,protein_coding,-0.146517596,3.412084563,5.893312374,0.01712878,0.027928483
ENSG00000162881,OXER1,165140,protein_coding,-0.372485269,3.492933006,5.892536448,0.017135871,0.027936288
ENSG00000239605,STPG4,285051,protein_coding,0.363911521,0.227636312,5.892896968,0.017136364,0.027936288
ENSG00000289145,ENSG00000289145,NA,lncRNA,-0.255404128,0.735212102,5.890317446,0.017159285,0.027971371
ENSG00000211801,TRAV21,28662,TR_V_gene,-0.400950902,0.471488275,5.888937256,0.017173256,0.027991861
ENSG00000170128,GPR25,2848,protein_coding,-0.35165083,2.040449249,5.887347762,0.017183956,0.028007016
ENSG00000212402,SNORA74B,677841,snoRNA,0.511969892,-0.726655525,5.889910142,0.017186131,0.028008274
ENSG00000263403,MIR4673,100616242,miRNA,0.43968113,-0.119558457,5.885437029,0.017207718,0.028041167
ENSG00000234282,ENSG00000234282,NA,unprocessed_pseudogene,-0.476157288,-0.413188554,5.88616959,0.017211014,0.028042725
ENSG00000121879,PIK3CA,5290,protein_coding,0.122487851,6.086562533,5.884266632,0.017211482,0.028042725
ENSG00000287918,ENSG00000287918,NA,lncRNA,-0.509809329,-1.382232203,5.886028739,0.017237048,0.028082088
ENSG00000146776,ATXN7L1,222255,protein_coding,-0.13135777,4.867066557,5.878450437,0.017264944,0.028125241
ENSG00000136108,CKAP2,26586,protein_coding,-0.165165805,3.709535484,5.874140589,0.017304734,0.028187761
ENSG00000235897,TM4SF19-AS1,100874214,lncRNA,-0.573782587,-0.855466771,5.876708886,0.017310198,0.028194363
ENSG00000260452,TPRKBP2,106480804,processed_pseudogene,0.338510217,2.045723998,5.870742899,0.017336494,0.02823489
ENSG00000243066,RN7SL842P,106479529,misc_RNA,-0.614606855,-0.880813578,5.872559537,0.017338442,0.02823576
ENSG00000287710,ENSG00000287710,NA,lncRNA,-0.491072598,-1.299793262,5.874096792,0.017347,0.028247394
ENSG00000249141,ENSG00000249141,NA,protein_coding,0.481373858,-1.14065758,5.870654172,0.0173638,0.028272445
ENSG00000136158,SPRY2,10253,protein_coding,-0.369121536,0.799381682,5.867772014,0.0173666,0.028274699
ENSG00000207525,Y_RNA.21,NA,misc_RNA,-0.490659093,-0.539186755,5.869184748,0.017368299,0.02827516
ENSG00000159423,ALDH4A1,8659,protein_coding,0.208518086,2.247693686,5.866501072,0.017375636,0.028284799
ENSG00000011028,MRC2,9902,protein_coding,0.348614859,5.198074443,5.864759049,0.017391479,0.028308282
ENSG00000229719,MIR194-2HG,105369343,lncRNA,0.504835411,1.088724437,5.863988853,0.017400538,0.028320719
ENSG00000165140,FBP1,2203,protein_coding,0.261625764,3.871937084,5.861934565,0.017417747,0.028346418
ENSG00000064102,INTS13,55726,protein_coding,-0.136297208,3.516747162,5.857118449,0.017462594,0.028417077
ENSG00000213465,ARL2,402,protein_coding,0.193925841,2.625699555,5.85698028,0.017464009,0.028417077
ENSG00000056097,ZFR,51663,protein_coding,0.10459434,6.244483072,5.851133193,0.017518369,0.028503208
ENSG00000179698,WDR97,340390,protein_coding,-0.332872049,2.588369094,5.847536677,0.017552279,0.028556054
ENSG00000135763,URB2,9816,protein_coding,-0.179761749,4.072572791,5.847201097,0.017555199,0.028558478
ENSG00000184497,TMEM255B,348013,protein_coding,-0.215356496,1.906345409,5.845798908,0.017568878,0.028578402
ENSG00000163138,PACRGL,133015,protein_coding,0.180205245,2.851970395,5.84501764,0.017575814,0.028587358
ENSG00000249992,TMEM158,25907,protein_coding,0.480358377,3.09836955,5.844421198,0.017581557,0.028594369
ENSG00000174628,IQCK,124152,protein_coding,-0.489329703,-1.261911614,5.846866689,0.017584388,0.028594369
ENSG00000181315,ZNF322,79692,protein_coding,0.142983364,3.546721096,5.844091024,0.01758442,0.028594369
ENSG00000185189,NRBP2,340371,protein_coding,-0.197452494,3.450072121,5.843651465,0.017588555,0.028598765
ENSG00000290613,LPAL2,80350,lncRNA,-0.520174453,0.021780237,5.843486559,0.017597652,0.028611227
ENSG00000166225,FRS2,10818,protein_coding,0.118169306,4.650374163,5.842292475,0.017601227,0.02861471
ENSG00000213123,DYNLT2B,255758,protein_coding,-0.617955851,-1.423393477,5.844265468,0.017606559,0.028621048
ENSG00000117280,RAB29,8934,protein_coding,0.144304307,5.803653281,5.837270842,0.017648467,0.028686838
ENSG00000223725,ENSG00000223725,NA,lncRNA,-0.30157803,1.74456928,5.835853106,0.017662444,0.028707221
ENSG00000182759,MAFA,389692,protein_coding,0.479658426,-0.610111546,5.83761094,0.017671225,0.028719156
ENSG00000139168,ZCRB1,85437,protein_coding,0.136130566,3.19085901,5.831980292,0.017698508,0.028761156
ENSG00000267169,ADGRL1-AS1,100507373,lncRNA,-0.185621533,3.079353906,5.831650938,0.01770163,0.028763889
ENSG00000105552,BCAT2,587,protein_coding,-0.194975141,3.444645234,5.827895972,0.017737121,0.028819215
ENSG00000144674,GOLGA4,2803,protein_coding,0.11704458,6.686854134,5.826489563,0.017750349,0.028838361
ENSG00000273568,ENSG00000273568,NA,lncRNA,-0.402024262,-0.078654372,5.82507505,0.017771454,0.028870301
ENSG00000107223,EDF1,8721,protein_coding,-0.141226181,4.958281019,5.822686605,0.017786437,0.028892291
ENSG00000175164,ABO,28,protein_coding,0.308210593,1.819075141,5.821093765,0.017804393,0.028919106
ENSG00000174371,EXO1,9156,protein_coding,0.348459448,-0.155497879,5.820627278,0.017813836,0.028932091
ENSG00000254999,BRK1,55845,protein_coding,0.149245445,6.00802116,5.817951625,0.017831471,0.028958379
ENSG00000068885,IFT80,57560,protein_coding,-0.153325212,2.632711757,5.810388666,0.017903881,0.029073608
ENSG00000173218,VANGL1,81839,protein_coding,-0.219654593,2.595723459,5.809713338,0.017910355,0.029081757
ENSG00000115355,CCDC88A,55704,protein_coding,0.140714493,6.080398432,5.80870997,0.017919719,0.029094597
ENSG00000060237,WNK1,65125,protein_coding,0.234490261,10.22528901,5.807239583,0.017933802,0.029115094
ENSG00000076662,ICAM3,3385,protein_coding,0.271602369,9.107539883,5.805695307,0.017948605,0.029136758
ENSG00000234336,JAZF1-AS1,NA,lncRNA,0.3890035,-0.29184847,5.806170437,0.017955553,0.029145668
ENSG00000144554,FANCD2,2177,protein_coding,-0.139306744,4.03810811,5.801300835,0.01799083,0.029200558
ENSG00000201785,SNORD117,692233,snoRNA,-0.451989587,-0.772188696,5.801334029,0.018012378,0.029233156
ENSG00000100916,BRMS1L,84312,protein_coding,-0.255567689,0.767894732,5.798483364,0.018019797,0.02924282
ENSG00000103429,BFAR,51283,protein_coding,0.121758811,4.919255378,5.792815563,0.018072571,0.02932608
ENSG00000109618,SEPSECS,51091,protein_coding,0.106354591,3.914861158,5.790619324,0.018093842,0.029358211
ENSG00000253347,ENSG00000253347,NA,lncRNA,-0.56492471,-1.261541565,5.790617838,0.01811083,0.029383387
ENSG00000197943,PLCG2,5336,protein_coding,-0.186711002,6.0467868,5.787926462,0.018119861,0.029395651
ENSG00000118454,ANKRD13C,81573,protein_coding,-0.115265403,4.781107829,5.78735674,0.018125383,0.029402221
ENSG00000223224,SNORD71,692111,snoRNA,0.419642453,-0.376537635,5.78132021,0.018196335,0.029514919
ENSG00000167874,TMEM88,92162,protein_coding,0.333706783,3.116570606,5.778916629,0.018207491,0.029530616
ENSG00000131844,MCCC2,64087,protein_coding,-0.127275858,4.728408879,5.777532115,0.01822084,0.029549868
ENSG00000102886,GDPD3,79153,protein_coding,-0.244995031,3.78115614,5.773319209,0.018261991,0.029614199
ENSG00000124126,PREX1,57580,protein_coding,0.207308854,10.12534518,5.772551662,0.018269429,0.029623856
ENSG00000181019,NQO1,1728,protein_coding,-0.383863846,-0.124990571,5.77301478,0.018276974,0.029631592
ENSG00000162191,UBXN1,51035,protein_coding,0.153446775,6.164295353,5.77175988,0.018277167,0.029631592
ENSG00000251595,ABCA11P,NA,transcribed_processed_pseudogene,-0.415510136,-0.70654647,5.773273326,0.018285602,0.02964286
ENSG00000158423,RIBC1,158787,protein_coding,-0.458196718,-0.813905493,5.769388692,0.018325609,0.029705305
ENSG00000159339,PADI4,23569,protein_coding,-0.372290326,6.545972506,5.761105633,0.018381621,0.029793681
ENSG00000226696,LENG8-AS1,104355426,lncRNA,-0.244413817,3.19152982,5.760833042,0.01838443,0.029795815
ENSG00000135048,CEMIP2,23670,protein_coding,0.14680236,7.188980297,5.760277314,0.018389768,0.029802048
ENSG00000124193,SRSF6,6431,protein_coding,-0.109225788,6.146558509,5.758412137,0.018408127,0.029829381
ENSG00000288843,ENSG00000288843,NA,lncRNA,0.449328646,-0.487800266,5.757218124,0.018437369,0.029874341
ENSG00000251682,ENSG00000251682,NA,processed_pseudogene,0.363428255,1.728281417,5.755157067,0.018440976,0.029877762
ENSG00000211966,IGHV5-51,28388,IG_V_gene,-0.508927909,1.161848082,5.754826229,0.018445737,0.029883052
ENSG00000272632,ENSG00000272632,NA,lncRNA,0.447089274,-0.951756096,5.752959246,0.018464626,0.029911227
ENSG00000012983,MAP4K5,11183,protein_coding,0.192279375,5.75391303,5.749499182,0.018496126,0.029959824
ENSG00000279942,ENSG00000279942,NA,TEC,-0.785769896,-0.565379861,5.710910249,0.018501276,0.029965735
ENSG00000234268,ENSG00000234268,NA,processed_pseudogene,0.470867549,-0.30801506,5.748502529,0.018525143,0.030001959
ENSG00000227189,ENSG00000227189,NA,lncRNA,-0.450651317,-0.565032688,5.74566793,0.018553381,0.030045254
ENSG00000115942,ORC2,4999,protein_coding,-0.110811734,4.622771311,5.740230667,0.018588107,0.030099049
ENSG00000291174,ENSG00000291174,NA,lncRNA,-0.328633538,0.532185866,5.73951735,0.018598092,0.030112776
ENSG00000130600,H19,283120,lncRNA,0.791816988,-0.502704042,5.739944511,0.018604009,0.030119915
ENSG00000261019,ENSG00000261019,NA,lncRNA,-0.538360575,-1.363733895,5.727709262,0.01862249,0.030147392
ENSG00000153898,MCOLN2,255231,protein_coding,0.198350516,2.951869051,5.735940567,0.018631017,0.03015632
ENSG00000117385,P3H1,64175,protein_coding,-0.136321145,4.430422619,5.735911065,0.018631146,0.03015632
ENSG00000176973,FAM89B,23625,protein_coding,0.171427021,2.796801458,5.735788694,0.018632535,0.03015632
ENSG00000254851,ENSG00000254851,NA,unprocessed_pseudogene,-0.505165043,-0.042071047,5.731852849,0.018639932,0.030165847
ENSG00000242085,RPS20P33,100271564,processed_pseudogene,-0.418795584,-0.439257499,5.736087036,0.018644449,0.030170713
ENSG00000259956,RBM15B,29890,protein_coding,-0.156645067,6.296019821,5.733773109,0.01865247,0.030181247
ENSG00000124713,GNMT,27232,protein_coding,-0.298684783,0.898280406,5.72803166,0.018711458,0.030274242
ENSG00000271092,TLCD4-RWDD3,100527978,protein_coding,0.345600247,-0.05419174,5.726122844,0.018736682,0.030312597
ENSG00000131508,UBE2D2,7322,protein_coding,-0.0859847,6.006015377,5.724426002,0.018746055,0.030325305
ENSG00000165923,AGBL2,79841,protein_coding,-0.299893385,0.602492658,5.723789413,0.018754746,0.030336906
ENSG00000266844,ENSG00000266844,NA,lncRNA,-0.440367394,-0.005703096,5.723533203,0.018760555,0.030343846
ENSG00000006451,RALA,5898,protein_coding,-0.128190819,4.234146756,5.722632208,0.018764088,0.030347102
ENSG00000289177,ENSG00000289177,NA,lncRNA,-0.35456398,0.201012163,5.72291638,0.01876583,0.030347462
ENSG00000264745,TTC39C-AS1,102724246,lncRNA,-0.420793375,-0.547578953,5.722098324,0.018780951,0.03036905
ENSG00000277440,ENSG00000277440,NA,lncRNA,-0.512492194,-0.801449224,5.723337493,0.018782303,0.03036905
ENSG00000164105,SAP30,8819,protein_coding,0.34406866,2.156138285,5.720712463,0.018783741,0.03036905
ENSG00000177283,FZD8,8325,protein_coding,-0.53653317,-0.637467698,5.719653909,0.018808536,0.030406677
ENSG00000197798,FAM118B,79607,protein_coding,0.151810204,3.232114897,5.716232289,0.018828619,0.030436679
ENSG00000264235,MYL12-AS1,104968399,lncRNA,0.444718363,-0.211148063,5.716167063,0.018852633,0.030473032
ENSG00000288796,ENSG00000288796,NA,protein_coding,0.423323527,-0.581498942,5.715390387,0.018856409,0.03047667
ENSG00000267342,ENSG00000267342,NA,lncRNA,-0.528888264,-0.762033094,5.71388069,0.018858069,0.030476886
ENSG00000127329,PTPRB,5787,protein_coding,-0.606048604,-0.549785934,5.710767201,0.01887014,0.030493927
ENSG00000279416,ENSG00000279416,NA,TEC,-0.444247067,-0.943050152,5.709098171,0.018935125,0.030596465
ENSG00000249947,XBP1P1,NA,processed_pseudogene,0.504504918,0.187249298,5.705934174,0.018937666,0.030598097
ENSG00000147155,EBP,10682,protein_coding,-0.266721088,2.290011312,5.704661854,0.018945907,0.030608935
ENSG00000229622,MTND5P2,100873209,processed_pseudogene,-0.37627806,0.47096228,5.704271131,0.018954136,0.030619753
ENSG00000103485,QPRT,23475,protein_coding,-0.245800581,1.179995527,5.703180931,0.018961893,0.030629806
ENSG00000258689,LINC01269,103695436,lncRNA,-0.636538618,-1.450374606,5.702133201,0.018974725,0.030648056
ENSG00000188428,BLOC1S5,63915,protein_coding,-0.169060475,3.414935687,5.701464685,0.018978153,0.030651114
ENSG00000092820,EZR,7430,protein_coding,0.186934073,7.89048654,5.698037659,0.019012935,0.030704806
ENSG00000079102,RUNX1T1,862,protein_coding,0.520710488,-0.868257782,5.698379653,0.019019849,0.030713232
ENSG00000230562,FAM133DP,NA,processed_pseudogene,-0.379133145,-0.012176545,5.697705899,0.019022676,0.030713232
ENSG00000175220,ARHGAP1,392,protein_coding,0.107182201,6.861092144,5.697073066,0.019022766,0.030713232
ENSG00000225213,ENSG00000225213,NA,lncRNA,-0.409201241,0.1032039,5.695846955,0.019041358,0.030740765
ENSG00000213983,AP1G2,8906,protein_coding,0.118768694,6.845378016,5.694072961,0.019053377,0.030757682
ENSG00000235111,ENSG00000235111,NA,lncRNA,-0.353628064,3.490269175,5.693889319,0.019055376,0.030758424
ENSG00000112624,BICRAL,23506,protein_coding,0.128646244,6.613389528,5.689113181,0.019104096,0.030834573
ENSG00000180900,SCRIB,23513,protein_coding,-0.143283584,6.120869226,5.688614337,0.019109205,0.030840327
ENSG00000135842,NIBAN1,116496,protein_coding,0.348194048,9.452548878,5.687407176,0.019121574,0.030857796
ENSG00000282915,ENSG00000282915,NA,lncRNA,0.477378554,-0.120396604,5.687042349,0.019135147,0.030877204
ENSG00000128567,PODXL,5420,protein_coding,0.353757256,0.620097582,5.684901057,0.019149603,0.030898034
ENSG00000106991,ENG,2022,protein_coding,-0.251461905,4.292885174,5.684275234,0.019153732,0.030902201
ENSG00000253293,HOXA10,3206,protein_coding,-0.48877439,-0.90842908,5.685007468,0.019164708,0.030917411
ENSG00000135631,RAB11FIP5,26056,protein_coding,-0.285972186,3.417301646,5.681909019,0.019178146,0.030936591
ENSG00000100150,DEPDC5,9681,protein_coding,-0.132883188,4.775337719,5.681362408,0.019183644,0.03094296
ENSG00000164258,NDUFS4,4724,protein_coding,0.180773182,2.396448111,5.677729037,0.019221326,0.031000403
ENSG00000118200,CAMSAP2,23271,protein_coding,-0.218559731,2.676536509,5.677624149,0.019222361,0.031000403
ENSG00000108786,HSD17B1,3292,protein_coding,-0.464990235,-0.857181037,5.678640435,0.019242759,0.031030794
ENSG00000185453,ZSWIM9,374920,protein_coding,-0.178349033,3.425472836,5.675431623,0.019244848,0.031031657
ENSG00000285280,ENSG00000285280,NA,lncRNA,-0.407025905,0.660666699,5.673893968,0.019263682,0.031059519
ENSG00000149212,SESN3,143686,protein_coding,0.244978348,8.828229796,5.672509358,0.019274924,0.031075136
ENSG00000266371,ENSG00000266371,NA,lncRNA,0.511192834,-0.631785121,5.673224543,0.019295702,0.031106123
ENSG00000261115,TMEM178B,100507421,protein_coding,0.551842847,-1.39629643,5.66309575,0.019299532,0.031109786
ENSG00000133597,ADCK2,90956,protein_coding,-0.178348911,4.055915484,5.662690048,0.019376748,0.031231733
ENSG00000287825,ENSG00000287825,NA,lncRNA,-0.302407091,0.225024292,5.660031929,0.019408405,0.031280234
ENSG00000179253,ENSG00000179253,100128310,lncRNA,-0.275638944,1.142459436,5.659688598,0.019410573,0.031281204
ENSG00000196352,CD55,1604,protein_coding,0.216974827,7.22160181,5.657520766,0.019430515,0.031310139
ENSG00000142546,NOSIP,51070,protein_coding,-0.110969699,6.160700473,5.657410748,0.019431663,0.031310139
ENSG00000112511,PHF1,5252,protein_coding,0.124786471,6.053504879,5.654849509,0.019458384,0.031350665
ENSG00000076382,SPAG5,10615,protein_coding,-0.218977382,1.489459574,5.654450085,0.019463299,0.031356054
ENSG00000269821,KCNQ1OT1,10984,lncRNA,0.327132361,3.974179562,5.652593332,0.019481993,0.031383639
ENSG00000264920,SP2-DT,102724532,lncRNA,0.261190646,0.869496082,5.650365154,0.019506821,0.0314211
ENSG00000228393,LINC01004,NA,lncRNA,0.257179649,4.180438491,5.64777641,0.019532399,0.031459072
ENSG00000133316,WDR74,54663,protein_coding,-0.160543883,3.977702756,5.647669051,0.019533544,0.031459072
ENSG00000143149,ALDH9A1,223,protein_coding,-0.129474451,5.493623135,5.647136832,0.019539083,0.031465455
ENSG00000146463,ZMYM4,9202,protein_coding,0.11897052,5.715944646,5.643927279,0.019572769,0.03151691
ENSG00000141642,ELAC1,55520,protein_coding,-0.203524527,2.13646203,5.643827841,0.019574191,0.03151691
ENSG00000131652,THOC6,79228,protein_coding,0.192266585,4.242256719,5.643109651,0.019581394,0.031525966
ENSG00000291265,ENSG00000291265,NA,lncRNA,-0.44755718,-0.754779189,5.642177107,0.01961693,0.031580632
ENSG00000260032,NORAD,647979,lncRNA,-0.136606876,7.94491231,5.639142843,0.019623096,0.031588013
ENSG00000121577,POPDC2,64091,protein_coding,0.264235692,1.126346519,5.638073808,0.019635467,0.031604025
ENSG00000271383,NBPF19,101060226,protein_coding,-0.204616938,2.841407561,5.637919963,0.019636208,0.031604025
ENSG00000291106,LINC00888,100505687,lncRNA,-0.362693382,-0.029518776,5.638166485,0.019641457,0.031609926
ENSG00000288852,ENSG00000288852,NA,lncRNA,-0.303079907,0.508065891,5.637402826,0.019644144,0.031610883
ENSG00000284543,LINC01226,NA,lncRNA,-0.538258178,-0.470442214,5.638576315,0.019645217,0.031610883
ENSG00000126249,PDCD2L,84306,protein_coding,-0.305369771,0.483447053,5.635093948,0.019668946,0.031646514
ENSG00000279342,ENSG00000279342,NA,lncRNA,-0.333506154,1.642311797,5.632285614,0.019696203,0.031687818
ENSG00000205572,SERF1B,8293,protein_coding,-0.441827164,-0.688397595,5.630852879,0.019737393,0.031751092
ENSG00000118369,USP35,57558,protein_coding,-0.144525656,3.527883446,5.628209701,0.019738712,0.031751092
ENSG00000213842,SUGT1P2,728706,processed_pseudogene,-0.407800449,-0.483613787,5.629109848,0.019750328,0.031767218
ENSG00000168995,SIGLEC7,27036,protein_coding,0.193033911,4.60018146,5.626906,0.019752445,0.031768066
ENSG00000291180,ENSG00000291180,100240735,lncRNA,-0.463734929,-0.741413401,5.628379283,0.01976147,0.031780021
ENSG00000257094,ENSG00000257094,NA,processed_pseudogene,0.363091625,-0.092288803,5.626461363,0.019765787,0.031782069
ENSG00000171206,TRIM8,81603,protein_coding,0.145138971,7.468070557,5.625634801,0.019765926,0.031782069
ENSG00000122642,FKBP9,11328,protein_coding,0.267919442,2.189314949,5.625352624,0.019769409,0.031785111
ENSG00000185052,SLC24A3,57419,protein_coding,0.333646018,2.820269637,5.623621835,0.01978755,0.031811716
ENSG00000169188,APEX2,27301,protein_coding,0.129446273,3.971829883,5.620859561,0.019816718,0.031856044
ENSG00000265462,MIR3680-1,100500917,miRNA,-0.396604531,-0.231021688,5.619969505,0.019836816,0.031885785
ENSG00000233369,GTF2IP4,NA,transcribed_processed_pseudogene,0.256548601,5.446301898,5.612698241,0.019903742,0.031990788
ENSG00000271204,ENSG00000271204,NA,lncRNA,-0.308752208,3.854268911,5.612359141,0.019907432,0.031994144
ENSG00000196526,AFAP1,60312,protein_coding,-0.186007373,4.792919942,5.610335978,0.019929026,0.032026272
ENSG00000153214,TMEM87B,84910,protein_coding,0.120021179,5.124801809,5.60931083,0.019939996,0.032041322
ENSG00000167962,ZNF598,90850,protein_coding,-0.13730329,5.377982474,5.608043462,0.019953577,0.032060566
ENSG00000167797,CDK2AP2,10263,protein_coding,0.182820418,4.987283939,5.607460536,0.019959829,0.032068031
ENSG00000279692,ENSG00000279692,NA,TEC,0.453924666,-0.453166314,5.608580366,0.019967877,0.032078381
ENSG00000159556,ISL2,64843,protein_coding,-0.277267698,2.519153941,5.605731193,0.019978771,0.032093302
ENSG00000146063,TRIM41,90933,protein_coding,-0.097416562,5.538553934,5.604302848,0.019993719,0.0321123
ENSG00000263884,THOC1-DT,NA,lncRNA,-0.43229317,-0.06875195,5.605088533,0.019993814,0.0321123
ENSG00000276853,ENSG00000276853,NA,lncRNA,0.344260847,0.610586791,5.604378978,0.019996387,0.03211385
ENSG00000155850,SLC26A2,1836,protein_coding,-0.151344382,4.561258357,5.603518118,0.020002158,0.032120535
ENSG00000114125,RNF7,9616,protein_coding,0.121361334,4.206792341,5.601744333,0.02002124,0.032148594
ENSG00000120437,ACAT2,39,protein_coding,0.172539357,3.235798197,5.601011907,0.020029234,0.032157967
ENSG00000172346,CSDC2,27254,protein_coding,0.740725364,-1.113526777,5.569865496,0.020030298,0.032157967
ENSG00000140199,SLC12A6,9990,protein_coding,0.183306294,8.487172714,5.600549514,0.020034083,0.032161459
ENSG00000231566,LINC02595,NA,lncRNA,-0.459093674,-0.580575093,5.602028763,0.020039433,0.032167462
ENSG00000214485,RPL7P1,6174,processed_pseudogene,-0.474111974,-0.395091003,5.602002023,0.020045364,0.032174395
ENSG00000005801,ZNF195,7748,protein_coding,-0.181133866,3.935343674,5.59878654,0.020053122,0.032184262
ENSG00000196597,ZNF782,158431,protein_coding,-0.175829349,3.194691397,5.598614508,0.02005506,0.032184786
ENSG00000162910,MRPL55,128308,protein_coding,-0.183389023,2.988597201,5.598025965,0.020061437,0.032192433
ENSG00000250959,GLUD1P3.1,NA,transcribed_unprocessed_pseudogene,-0.520878756,-1.319664904,5.599204083,0.020073431,0.032209091
ENSG00000262919,CCNQ,92002,protein_coding,-0.164602686,3.060746155,5.596141323,0.020081753,0.032219856
ENSG00000268858,ENSG00000268858,112268269,lncRNA,0.135131678,4.374650296,5.594441741,0.02009996,0.032246478
ENSG00000205758,CRYZL1,9946,protein_coding,-0.15648437,3.729117591,5.593804337,0.020106905,0.032255029
ENSG00000277007,ENSG00000277007,NA,lncRNA,-0.474870188,-0.706409802,5.594829664,0.020123387,0.032278876
ENSG00000291259,ENSG00000291259,NA,lncRNA,-0.292446194,0.752135619,5.591408405,0.020135666,0.032295979
ENSG00000197837,H4C16,121504,protein_coding,-0.155722175,5.602259096,5.585391531,0.020197975,0.032393315
ENSG00000118363,SPCS2,9789,protein_coding,0.137221574,4.982575435,5.584831567,0.020204057,0.032400468
ENSG00000115602,IL1RL1,9173,protein_coding,-0.581499311,2.838058949,5.584279269,0.020210426,0.03240808
ENSG00000213997,PGAM1P7,NA,processed_pseudogene,-0.479590117,-0.918857876,5.586271098,0.020222654,0.032425084
ENSG00000279598,ENSG00000279598,NA,TEC,0.311964895,2.561572866,5.582398332,0.020230786,0.032435518
ENSG00000165121,ENSG00000165121,NA,transcribed_unprocessed_pseudogene,-0.364617205,-0.897399241,5.584838375,0.02023586,0.03244105
ENSG00000272682,ENSG00000272682,NA,lncRNA,0.493364376,-1.231370493,5.584447705,0.020240195,0.032445394
ENSG00000068745,IP6K2,51447,protein_coding,0.111784742,5.178343465,5.580739165,0.02024856,0.032455283
ENSG00000173567,ADGRF3,165082,protein_coding,0.283798218,0.56729156,5.580889373,0.020249614,0.032455283
ENSG00000141401,IMPA2,3613,protein_coding,-0.204208247,5.674333434,5.580354895,0.020252743,0.032457694
ENSG00000235191,NUCB1-AS1,100874085,lncRNA,0.778399887,-1.347897787,5.576098454,0.020273838,0.032488894
ENSG00000181274,FRAT2,23401,protein_coding,0.278887314,7.714713595,5.572962754,0.020333408,0.032581742
ENSG00000289164,ENSG00000289164,NA,lncRNA,0.336840108,1.502200549,5.571391732,0.020351682,0.032608406
ENSG00000162129,CLPB,81570,protein_coding,0.142693713,5.12786811,5.570611572,0.020359138,0.032617737
ENSG00000096717,SIRT1,23411,protein_coding,-0.131301311,5.031213991,5.568739018,0.020379654,0.032647987
ENSG00000077152,UBE2T,29089,protein_coding,-0.38187804,-0.163249965,5.568581751,0.020391927,0.032665028
ENSG00000251301,LINC02384,NA,lncRNA,-0.389344253,2.821982884,5.560313161,0.020472506,0.032791475
ENSG00000083817,ZNF416,55659,protein_coding,-0.225172646,2.579402021,5.560134642,0.02047445,0.032791958
ENSG00000267241,CYP4F10P,NA,unprocessed_pseudogene,-0.455486253,0.484008751,5.560340503,0.020476207,0.032792142
